text,text_bert,text_clasico,sentiment,language,source,n_palabras
Here's Why Centrex Metals (ASX:CXM) Must Use Its Cash Wisely,Here s Why Centrex Metals ASX CXM Must Use Its Cash Wisely,centrex metals asx cxm must use cash wisely,neutral,en,Twitter Financial News,10
Here's Why I Think Microsoft Is a Better Buy Than Amazon,Here s Why I Think Microsoft Is a Better Buy Than Amazon,think microsoft better buy amazon,neutral,en,Twitter Financial News,11
Here's Why I Think Middlefield Banc (NASDAQ:MBCN) Is An Interesting Stock,Here s Why I Think Middlefield Banc NASDAQ MBCN Is An Interesting Stock,think middlefield banc nasdaq mbcn interesting,neutral,en,Twitter Financial News,11
Here's Why Magna International (TSE:MG) Can Manage Its Debt Responsibly,Here s Why Magna International TSE MG Can Manage Its Debt Responsibly,magna international tse manage debt responsibly,neutral,en,Twitter Financial News,10
Here's Why Sino-Ocean Group Holding (HKG:3377) Has A Meaningful Debt Burden,Here s Why Sino-Ocean Group Holding HKG 3377 Has A Meaningful Debt Burden,sino-ocean group holding hkg meaningful debt burden,neutral,en,Twitter Financial News,11
Here's Why TORC Oil & Gas (TSE:TOG) Has A Meaningful Debt Burden,Here s Why TORC Oil Gas TSE TOG Has A Meaningful Debt Burden,torc oil gas tse tog meaningful debt burden,neutral,en,Twitter Financial News,12
Here's Why We Think Aecon Group (TSE:ARE) Is Well Worth Watching,Here s Why We Think Aecon Group TSE ARE Is Well Worth Watching,think aecon group tse well worth watching,neutral,en,Twitter Financial News,11
Here's Why We Think Ohio Valley Banc (NASDAQ:OVBC) Is Well Worth Watching,Here s Why We Think Ohio Valley Banc NASDAQ OVBC Is Well Worth Watching,think ohio valley banc nasdaq ovbc well worth watching,neutral,en,Twitter Financial News,12
Here's Why We Think Shimao Property Holdings (HKG:813) Is Well Worth Watching,Here s Why We Think Shimao Property Holdings HKG 813 Is Well Worth Watching,think shimao property holdings hkg well worth watching,neutral,en,Twitter Financial News,12
Here's Why We Think Wynn Resorts (NASDAQ:WYNN) Is Well Worth Watching,Here s Why We Think Wynn Resorts NASDAQ WYNN Is Well Worth Watching,think wynn resorts nasdaq wynn well worth watching,neutral,en,Twitter Financial News,11
Here's Why We're Not At All Concerned With Akcea Therapeutics's (NASDAQ:AKCA) Cash Burn Situation,Here s Why We re Not At All Concerned With Akcea Therapeutics s NASDAQ AKCA Cash Burn Situation,concerned akcea therapeutics nasdaq akca cash burn situation,neutral,en,Twitter Financial News,14
Here's Why We're Not Too Worried About Liberty Gold's (TSE:LGD) Cash Burn Situation,Here s Why We re Not Too Worried About Liberty Gold s TSE LGD Cash Burn Situation,worried liberty gold tse lgd cash burn situation,neutral,en,Twitter Financial News,13
Here's Why We're Wary Of Buying Kin and Carta plc's (LON:KCT) For Its Upcoming Dividend,Here s Why We re Wary Of Buying Kin and Carta plc s LON KCT For Its Upcoming Dividend,wary buying kin carta plc lon kct upcoming dividend,neutral,en,Twitter Financial News,15
Here's Why We're Watching Mineworx Technologies's (CVE:MWX) Cash Burn Situation,Here s Why We re Watching Mineworx Technologies s CVE MWX Cash Burn Situation,watching mineworx technologies cve mwx cash burn situation,neutral,en,Twitter Financial News,10
"Highlight: 'Exxon definitely kind of has a counter-cyclical investment strategy right now,â€ @EdwardJones Analyst Je... https://t.co/IKlyfjyNHn","Highlight Exxon definitely kind of has a counter-cyclical investment strategy right now,â Analyst Je...","highlight exxon definitely kind counter-cyclical investment strategy right now,a analyst je...",neutral,en,Twitter Financial News,16
"How Does Consort Medical's (LON:CSRT) P/E Compare To Its Industry, After Its Big Share Price Gain?","How Does Consort Medical s LON CSRT P E Compare To Its Industry, After Its Big Share Price Gain?","consort medical lon csrt compare industry, big share price gain?",neutral,en,Twitter Financial News,16
"How Does CVR Energy, Inc. (NYSE:CVI) Fare As A Dividend Stock?","How Does CVR Energy, Inc. NYSE CVI Fare As A Dividend Stock?","cvr energy, inc. nyse cvi fare dividend stock?",neutral,en,Twitter Financial News,11
"How Does Enterprise Bancorp, Inc. (NASDAQ:EBTC) Fare As A Dividend Stock?","How Does Enterprise Bancorp, Inc. NASDAQ EBTC Fare As A Dividend Stock?","enterprise bancorp, inc. nasdaq ebtc fare dividend stock?",neutral,en,Twitter Financial News,11
"How Does Funko's (NASDAQ:FNKO) P/E Compare To Its Industry, After The Share Price Drop?","How Does Funko s NASDAQ FNKO P E Compare To Its Industry, After The Share Price Drop?","funko nasdaq fnko compare industry, share price drop?",neutral,en,Twitter Financial News,14
How Does Investing In Ellomay Capital Ltd. (NYSEMKT:ELLO) Impact The Volatility Of Your Portfolio?,How Does Investing In Ellomay Capital Ltd. NYSEMKT ELLO Impact The Volatility Of Your Portfolio?,investing ellomay capital ltd. nysemkt ello impact volatility portfolio?,neutral,en,Twitter Financial News,14
How Does Investing In Genovis AB (publ) (STO:GENO) Impact The Volatility Of Your Portfolio?,How Does Investing In Genovis AB publ STO GENO Impact The Volatility Of Your Portfolio?,investing genovis publ sto geno impact volatility portfolio?,neutral,en,Twitter Financial News,14
How Does Link Administration Holdings Limited (ASX:LNK) Fare As A Dividend Stock?,How Does Link Administration Holdings Limited ASX LNK Fare As A Dividend Stock?,link administration holdings limited asx lnk fare dividend stock?,neutral,en,Twitter Financial News,12
"How Does Perfect Shape Medical's (HKG:1830) P/E Compare To Its Industry, After Its Big Share Price Gain?","How Does Perfect Shape Medical s HKG 1830 P E Compare To Its Industry, After Its Big Share Price Gain?","perfect shape medical hkg compare industry, big share price gain?",neutral,en,Twitter Financial News,17
"How Dow 28,000 Can Rapidly Become Dow 30,000 and Even Higher in 2020","How Dow 28,000 Can Rapidly Become Dow 30,000 and Even Higher in 2020","dow 28,000 rapidly become dow 30,000 even higher",neutral,en,Twitter Financial News,13
"How Good Is CENTROTEC Sustainable AG (ETR:CEV), When It Comes To ROE?","How Good Is CENTROTEC Sustainable AG ETR CEV , When It Comes To ROE?",good centrotec sustainable etr cev comes roe?,neutral,en,Twitter Financial News,12
How Large Is Activision Blizzard’s Mobile Gaming Business?,How Large Is Activision Blizzard s Mobile Gaming Business?,large activision blizzard mobile gaming business?,neutral,en,Twitter Financial News,8
How Many Canopy Growth Corporation (TSE:WEED) Shares Do Institutions Own?,How Many Canopy Growth Corporation TSE WEED Shares Do Institutions Own?,many canopy growth corporation tse weed shares institutions own?,neutral,en,Twitter Financial News,10
How Many China Mengniu Dairy Company Limited (HKG:2319) Shares Do Institutions Own?,How Many China Mengniu Dairy Company Limited HKG 2319 Shares Do Institutions Own?,many china mengniu dairy company limited hkg shares institutions own?,neutral,en,Twitter Financial News,12
How Many Reliance Communications Limited (NSE:RCOM) Shares Do Institutions Own?,How Many Reliance Communications Limited NSE RCOM Shares Do Institutions Own?,many reliance communications limited nse rcom shares institutions own?,neutral,en,Twitter Financial News,10
How Many The Clorox Company (NYSE:CLX) Shares Do Institutions Own?,How Many The Clorox Company NYSE CLX Shares Do Institutions Own?,many clorox company nyse clx shares institutions own?,neutral,en,Twitter Financial News,10
How Much is ResMed Inc.'s (NYSE:RMD) CEO Getting Paid?,How Much is ResMed Inc. s NYSE RMD CEO Getting Paid?,much resmed inc. nyse rmd ceo getting paid?,neutral,en,Twitter Financial News,9
"How Much Of ACS, Actividades de Construcción y Servicios, S.A. (BME:ACS) Do Insiders Own?","How Much Of ACS, Actividades de Construcción y Servicios, S.A. BME ACS Do Insiders Own?","much acs, actividades construccion servicios, s.a. bme acs insiders own?",neutral,en,Twitter Financial News,14
"How Much Of Guangzhou Automobile Group Co., Ltd. (HKG:2238) Do Institutions Own?","How Much Of Guangzhou Automobile Group Co., Ltd. HKG 2238 Do Institutions Own?","much guangzhou automobile group co., ltd. hkg institutions own?",neutral,en,Twitter Financial News,12
How Much Tax Will I Owe on My Social Security Benefits?,How Much Tax Will I Owe on My Social Security Benefits?,much tax owe social security benefits?,neutral,en,Twitter Financial News,11
"How Much Upside Is Too Much for Intel, AMD and Nvidia?","How Much Upside Is Too Much for Intel, AMD and Nvidia?","much upside much intel, amd nvidia?",neutral,en,Twitter Financial News,11
"How Should Investors Feel About KBR, Inc.'s (NYSE:KBR) CEO Pay?","How Should Investors Feel About KBR, Inc. s NYSE KBR CEO Pay?","investors feel kbr, inc. nyse kbr ceo pay?",neutral,en,Twitter Financial News,10
How Should Investors React To Future plc's (LON:FUTR) CEO Pay?,How Should Investors React To Future plc s LON FUTR CEO Pay?,investors react future plc lon futr ceo pay?,neutral,en,Twitter Financial News,10
How to find growth in stocks after a year of strong gains,How to find growth in stocks after a year of strong gains,find growth stocks year strong gains,neutral,en,Twitter Financial News,12
How to Invest in Gas Stocks,How to Invest in Gas Stocks,invest gas stocks,neutral,en,Twitter Financial News,6
How to Invest in Growth Stock Mutual Funds,How to Invest in Growth Stock Mutual Funds,invest growth mutual funds,neutral,en,Twitter Financial News,8
I Ran A Stock Scan For Earnings Growth And DMC Global (NASDAQ:BOOM) Passed With Ease,I Ran A Stock Scan For Earnings Growth And DMC Global NASDAQ BOOM Passed With Ease,ran scan earnings growth dmc global nasdaq boom passed ease,neutral,en,Twitter Financial News,15
"ICYMI, @ViacomCBS is now on Nasdaq $VIAC! 

👋 to

@ParamountPics 
@MTV 
@Nickelodeon 
@ComedyCentral 
@BET… https://t.co/phNliFaKzX","ICYMI, is now on Nasdaq VIAC_TICKER! to","icymi, nasdaq viac_ticker!",neutral,en,Twitter Financial News,15
"If You Had Bought Cenovus Energy (TSE:CVE) Stock Five Years Ago, You'd Be Sitting On A 56% Loss, Today","If You Had Bought Cenovus Energy TSE CVE Stock Five Years Ago, You d Be Sitting On A 56% Loss, Today","bought cenovus energy tse cve five years ago, sitting 56% loss, today",neutral,en,Twitter Financial News,19
"If You Had Bought Manhattan Bridge Capital (NASDAQ:LOAN) Stock Five Years Ago, You Could Pocket A 118% Gain Today","If You Had Bought Manhattan Bridge Capital NASDAQ LOAN Stock Five Years Ago, You Could Pocket A 118% Gain Today","bought manhattan bridge capital nasdaq loan five years ago, could pocket 118% gain today",neutral,en,Twitter Financial News,19
If You Like EPS Growth Then Check Out Erie Indemnity (NASDAQ:ERIE) Before It's Too Late,If You Like EPS Growth Then Check Out Erie Indemnity NASDAQ ERIE Before It s Too Late,like eps growth check erie indemnity nasdaq erie late,neutral,en,Twitter Financial News,15
If You Like EPS Growth Then Check Out John Bean Technologies (NYSE:JBT) Before It's Too Late,If You Like EPS Growth Then Check Out John Bean Technologies NYSE JBT Before It s Too Late,like eps growth check john bean technologies nyse jbt late,neutral,en,Twitter Financial News,16
"I'm not an FA guy, but just heard a preview of Cathie Wood discussing $TSLA, which was interesting. 

Looking forwa... https://t.co/xxJOCGvt7y","I m not an FA guy, but just heard a preview of Cathie Wood discussing TSLA_TICKER, which was interesting. Looking forwa...","guy, heard preview cathie wood discussing tsla_ticker, interesting. looking forwa...",neutral,en,Twitter Financial News,21
Imagine Holding Dacian Gold (ASX:DCN) Shares While The Price Zoomed 377% Higher,Imagine Holding Dacian Gold ASX DCN Shares While The Price Zoomed 377% Higher,imagine holding dacian gold asx dcn shares price zoomed 377% higher,neutral,en,Twitter Financial News,12
Imagine Owning Caleres (NYSE:CAL) And Wondering If The 28% Share Price Slide Is Justified,Imagine Owning Caleres NYSE CAL And Wondering If The 28% Share Price Slide Is Justified,imagine owning caleres nyse cal wondering 28% share price slide justified,neutral,en,Twitter Financial News,14
Imagine Owning Hersha Hospitality Trust (NYSE:HT) While The Price Tanked 51%,Imagine Owning Hersha Hospitality Trust NYSE HT While The Price Tanked 51%,imagine owning hersha hospitality trust nyse price tanked 51%,neutral,en,Twitter Financial News,11
Imagine Owning PICO Holdings (NASDAQ:PICO) And Wondering If The 42% Share Price Slide Is Justified,Imagine Owning PICO Holdings NASDAQ PICO And Wondering If The 42% Share Price Slide Is Justified,imagine owning pico holdings nasdaq pico wondering 42% share price slide justified,neutral,en,Twitter Financial News,15
Imagine Owning Prestige Consumer Healthcare (NYSE:PBH) And Wondering If The 25% Share Price Slide Is Justified,Imagine Owning Prestige Consumer Healthcare NYSE PBH And Wondering If The 25% Share Price Slide Is Justified,imagine owning prestige consumer healthcare nyse pbh wondering 25% share price slide justified,neutral,en,Twitter Financial News,16
"Insider Buying: The Amyris, Inc. (NASDAQ:AMRS) Independent Director Just Bought US$30m Worth Of Shares","Insider Buying The Amyris, Inc. NASDAQ AMRS Independent Director Just Bought US$30m Worth Of Shares","insider buying amyris, inc. nasdaq amrs independent director bought us$30m worth shares",neutral,en,Twitter Financial News,14
Is $WDAY setting investors up for disappointment?  https://t.co/A12XLIAzvT,Is WDAY_TICKER setting investors up for disappointment?,wday_ticker setting investors disappointment?,neutral,en,Twitter Financial News,8
"Is ABM Industries, Inc. (ABM) A Good Stock To Buy?","Is ABM Industries, Inc. ABM A Good Stock To Buy?","abm industries, inc. abm good buy?",neutral,en,Twitter Financial News,10
"Is AeroVironment, Inc. (AVAV) A Good Stock To Buy?","Is AeroVironment, Inc. AVAV A Good Stock To Buy?","aerovironment, inc. avav good buy?",neutral,en,Twitter Financial News,9
Is Affimed NV (AFMD) Going to Burn These Hedge Funds?,Is Affimed NV AFMD Going to Burn These Hedge Funds?,affimed afmd going burn hedge funds?,neutral,en,Twitter Financial News,10
"Is Alamo Group, Inc. (ALG) A Good Stock To Buy?","Is Alamo Group, Inc. ALG A Good Stock To Buy?","alamo group, inc. alg good buy?",neutral,en,Twitter Financial News,10
Is Alnylam Stock a Good Buy Now?,Is Alnylam Stock a Good Buy Now?,alnylam good buy now?,neutral,en,Twitter Financial News,7
Is American Century Global Growth Investor (TWGGX) a Strong Mutual Fund Pick Right Now?,Is American Century Global Growth Investor TWGGX a Strong Mutual Fund Pick Right Now?,american century global growth investor twggx strong mutual fund pick right now?,neutral,en,Twitter Financial News,14
Is Aphria Stock a Buy?,Is Aphria Stock a Buy?,aphria buy?,neutral,en,Twitter Financial News,5
Is Aphria the Best Large-Cap Cannabis Stock Right Now?,Is Aphria the Best Large-Cap Cannabis Stock Right Now?,aphria best large-cap cannabis right now?,neutral,en,Twitter Financial News,9
Is Applied Optoelectronics Inc (AAOI) A Good Stock To Buy?,Is Applied Optoelectronics Inc AAOI A Good Stock To Buy?,applied optoelectronics inc aaoi good buy?,neutral,en,Twitter Financial News,10
"Is Archrock, Inc. (NYSE:AROC) A Good Stock To Buy?","Is Archrock, Inc. NYSE AROC A Good Stock To Buy?","archrock, inc. nyse aroc good buy?",neutral,en,Twitter Financial News,9
"Is Arcus Biosciences, Inc. (NYSE:RCUS) A Good Stock To Buy?","Is Arcus Biosciences, Inc. NYSE RCUS A Good Stock To Buy?","arcus biosciences, inc. nyse rcus good buy?",neutral,en,Twitter Financial News,10
